;;;;;;;;;;;;;;C2H6;C3H6;C3H8;H2;C2H4
l [m];C2H4;C3H6;C2H6;C3H8;H2;FLMOL [kgmol/hr];t [s];T [K];2;3;;;;C2H6 - HYSYS;C3H6 - HYSYS;C3H8 - HYSYS;H2 - HYSYS;C2H4 - HYSYS
0,004054573;0,009519566;0,002234694;0,781077025;0,195414454;0,01175426;1,011894066;0,000270277;1262,374721;0,296774945;0,069809935;;;1,275;0,553114476;3,01E-02;0,139163807;1,54E-01;0,1237968
0,004086249;0,00958434;0,002249931;0,780948243;0,195383214;0,011834271;1,011975999;0,000272385;1262,300363;0,296247971;0,069687966;;;1,285;0,552810673;3,01E-02;0,139087361;1,54E-01;0,123948503
0,004117926;0,009648988;0,00226514;0,78081971;0,195352035;0,011914128;1,012057786;0,000274493;1262,226135;0,295722795;0,06956641;;;1,295;0,55250952;3,01E-02;0,139011576;1,54E-01;0,124098881
0,004149602;0,009713511;0,002280319;0,780691424;0,195320915;0,011993831;1,012139429;0,000276601;1262,152035;0,295199406;0,069445264;;;1,305;0,552210972;3,02E-02;0,138936442;1,54E-01;0,124247956
0,004181278;0,00977791;0,00229547;0,780563385;0,195289854;0,01207338;1,012220928;0,000278709;1262,078065;0,294677797;0,069324526;;;1,315;0,551914988;3,02E-02;0,138861948;1,55E-01;0,124395749
0,004212955;0,009842185;0,002310592;0,780435593;0,195258853;0,012152777;1,012302284;0,000280817;1262,004223;0,294157958;0,069204194;;;1,325;0,551621526;3,03E-02;0,138788084;1,55E-01;0,124542281
0,004244631;0,009906337;0,002325685;0,780308045;0,19522791;0,012232022;1,012383497;0,000282925;1261,930508;0,29363988;0,069084266;;;1,335;0,551330547;3,03E-02;0,13871484;1,55E-01;0,124687571
0,004276308;0,009970365;0,00234075;0,780180742;0,195197027;0,012311115;1,012464568;0,000285033;1261,856921;0,293123555;0,068964741;;;1,345;0,55104201;3,03E-02;0,138642206;1,55E-01;0,12483164
0,004307984;0,010034271;0,002355786;0,780053683;0,195166202;0,012390058;1,012545497;0,000287141;1261,783461;0,292608974;0,068845616;;;1,355;0,550755877;3,04E-02;0,138570173;1,55E-01;0,124974506
0,00433966;0,010098055;0,002370794;0,779926866;0,195135436;0,012468849;1,012626284;0,000289249;1261,710128;0,292096127;0,068726889;;;1,365;0,550472112;3,04E-02;0,138498732;1,56E-01;0,125116188
0,004371337;0,010161717;0,002385774;0,77980029;0,195104728;0,012547491;1,012706931;0,000291356;1261,63692;0,291585007;0,068608558;;;1,375;0,550190677;3,04E-02;0,138427872;1,56E-01;0,125256706
0,004403013;0,010225257;0,002400726;0,779673956;0,195074078;0,012625983;1,012787437;0,000293464;1261,563839;0,291075605;0,068490621;;;1,385;0,549911537;3,05E-02;0,138357586;1,56E-01;0,125396076
0,004434689;0,010288677;0,002415649;0,779547862;0,195043485;0,012704326;1,012867803;0,000295572;1261,490883;0,290567912;0,068373077;;;1,395;0,549634655;3,05E-02;0,138287865;1,56E-01;0,125534316
0,004466366;0,010351976;0,002430545;0,779422007;0,195012951;0,012782521;1,01294803;0,000297679;1261,418051;0,290061921;0,068255923;;;1,405;0,54936;3,05E-02;0,1382187;1,56E-01;0,125671443
0,004498042;0,010415155;0,002445413;0,77929639;0,194982473;0,012860568;1,013028117;0,000299787;1261,345344;0,289557621;0,068139158;;;1,415;0,549087535;3,06E-02;0,138150082;1,56E-01;0,125807475
0,004529718;0,010478215;0,002460253;0,779171011;0,194952053;0,012938468;1,013108066;0,000301895;1261,272762;0,289055005;0,068022779;;;1,425;0,54881723;3,06E-02;0,138082004;1,57E-01;0,125942426
0,004561395;0,010541155;0,002475066;0,779045868;0,19492169;0,013016221;1,013187877;0,000304002;1261,200302;0,288554066;0,067906785;;;1,435;0,548549052;3,06E-02;0,138014457;1,57E-01;0,126076315
0,004593071;0,010603977;0,002489851;0,778920962;0,194891384;0,013093827;1,01326755;0,00030611;1261,127967;0,288054793;0,067791174;;;1,445;0,548282969;3,07E-02;0,137947435;1,57E-01;0,126209155
0,004624747;0,01066668;0,002504608;0,77879629;0,194861134;0,013171288;1,013347086;0,000308217;1261,055754;0,28755718;0,067675943;;;1,455;0,548018952;3,07E-02;0,137880929;1,57E-01;0,126340963
0,004656424;0,010729265;0,002519338;0,778671852;0,194830941;0,013248603;1,013426485;0,000310324;1260,983663;0,287061219;0,067561092;;;1,465;0,547756969;3,07E-02;0,137814931;1,57E-01;0,126471754
0,0046881;0,010791733;0,002534041;0,778547648;0,194800804;0,013325774;1,013505748;0,000312432;1260,911694;0,2865669;0,067446617;;;1,475;0,547496992;3,08E-02;0,137749435;1,57E-01;0,126601542
0,004719776;0,010854083;0,002548717;0,778423677;0,194770723;0,0134028;1,013584875;0,000314539;1260,839847;0,286074216;0,067332518;;;1,485;0,547238991;3,08E-02;0,137684432;1,58E-01;0,126730341
0,004751453;0,010916317;0,002563366;0,778299937;0,194740698;0,013479682;1,013663867;0,000316646;1260,768122;0,285583159;0,067218793;;;1,495;0,546982939;3,08E-02;0,137619918;1,58E-01;0,126858167
0,004783129;0,010978434;0,002577987;0,778176429;0,194710728;0,013556422;1,013742724;0,000318753;1260,696517;0,285093721;0,067105439;;;1,505;0,546728808;3,09E-02;0,137555883;1,58E-01;0,126985031
0,004814806;0,011040436;0,002592582;0,77805315;0,194680814;0,013633018;1,013821446;0,000320861;1260,625033;0,284605894;0,066992456;;;1,515;0,546476571;3,09E-02;0,137492322;1,58E-01;0,127110949
0,004846482;0,011102322;0,00260715;0,777930101;0,194650955;0,013709472;1,013900034;0,000322968;1260,553668;0,284119671;0,06687984;;;1,525;0,546226202;3,09E-02;0,137429228;1,58E-01;0,127235933
0,004878158;0,011164092;0,002621692;0,77780728;0,194621152;0,013785784;1,013978488;0,000325075;1260,482424;0,283635043;0,066767591;;;1,535;0,545977674;3,10E-02;0,137366595;1,58E-01;0,127359997
0,004909835;0,011225748;0,002636206;0,777684688;0,194591403;0,013861955;1,01405681;0,000327182;1260,411298;0,283152003;0,066655706;;;1,545;0,545730963;3,10E-02;0,137304416;1,58E-01;0,127483152
0,004941511;0,01128729;0,002650695;0,777562322;0,194561708;0,013937985;1,014134998;0,000329289;1260,340292;0,282670543;0,066544184;;;1,555;0,545486042;3,10E-02;0,137242685;1,59E-01;0,127605412
0,004973187;0,011348718;0,002665156;0,777440183;0,194532069;0,014013874;1,014213054;0,000331396;1260,269404;0,282190656;0,066433024;;;1,565;0,545242889;3,11E-02;0,137181396;1,59E-01;0,127726788
0,005004864;0,011410032;0,002679592;0,777318269;0,194502483;0,014089624;1,014290979;0,000333502;1260,198634;0,281712333;0,066322222;;;1,575;0,545001479;3,11E-02;0,137120543;1,59E-01;0,127847293
0,00503654;0,011471233;0,002694001;0,777196579;0,194472952;0,014165234;1,014368771;0,000335609;1260,127982;0,281235568;0,066211779;;;1,585;0,544761788;3,11E-02;0,13706012;1,59E-01;0,127966938
0,005068216;0,011532322;0,002708384;0,777075114;0,194443475;0,014240706;1,014446433;0,000337716;1260,057447;0,280760353;0,066101691;;;1,595;0,544523795;3,12E-02;0,137000122;1,59E-01;0,128085735
0,005099893;0,011593297;0,002722741;0,776953872;0,194414051;0,014316039;1,014523964;0,000339823;1259,987029;0,28028668;0,065991957;;;1,605;0,544287475;3,12E-02;0,136940542;1,59E-01;0,128203695
0,005131569;0,011654161;0,002737072;0,776832852;0,194384681;0,014391234;1,014601365;0,00034193;1259,916728;0,279814542;0,065882576;;;1,615;0,544052807;3,12E-02;0,136881376;1,60E-01;0,128320829
0,005163245;0,011714914;0,002751377;0,776712054;0,194355364;0,014466291;1,014678636;0,000344036;1259,846543;0,279343932;0,065773546;;;1,625;0,54381977;3,12E-02;0,136822618;1,60E-01;0,128437148
0,005194922;0,011775555;0,002765657;0,776591476;0,194326101;0,014541211;1,014755778;0,000346143;1259,776474;0,278874842;0,065664865;;;1,635;0,543588342;3,13E-02;0,136764262;1,60E-01;0,128552663
0,005226598;0,011836085;0,00277991;0,776471119;0,194296891;0,014615995;1,014832791;0,000348249;1259,706521;0,278407265;0,065556532;;;1,645;0,543358502;3,13E-02;0,136706304;1,60E-01;0,128667384
0,005258274;0,011896504;0,002794138;0,776350981;0,194267733;0,014690643;1,014909675;0,000350356;1259,636682;0,277941194;0,065448544;;;1,655;0,54313023;3,13E-02;0,136648738;1,60E-01;0,12878132
0,005289951;0,011956814;0,002808341;0,776231062;0,194238628;0,014765155;1,014986432;0,000352463;1259,566958;0,277476622;0,065340901;;;1,665;0,542903506;3,14E-02;0,13659156;1,60E-01;0,128894484
0,005321627;0,012017014;0,002822518;0,776111361;0,194209576;0,014839531;1,01506306;0,000354569;1259,497349;0,277013541;0,0652336;;;1,675;0,54267831;3,14E-02;0,136534764;1,60E-01;0,129006883
0,005353303;0,012077104;0,002836669;0,775991877;0,194180576;0,014913773;1,015139561;0,000356675;1259,427854;0,276551945;0,06512664;;;1,685;0,542454623;3,14E-02;0,136478346;1,61E-01;0,129118528
0,00538498;0,012137086;0,002850796;0,775872609;0,194151628;0,014987881;1,015215936;0,000358782;1259,358472;0,276091826;0,06502002;;;1,695;0,542232426;3,14E-02;0,136422301;1,61E-01;0,129229428
0,005416656;0,012196958;0,002864897;0,775753558;0,194122732;0,015061855;1,015292184;0,000360888;1259,289204;0,275633178;0,064913738;;;1,705;0,542011699;3,15E-02;0,136366624;1,61E-01;0,129339593
0,005448333;0,012256723;0,002878973;0,775634721;0,194093888;0,015135695;1,015368305;0,000362994;1259,220049;0,275175993;0,064807791;;;1,715;0,541792426;3,15E-02;0,13631131;1,61E-01;0,129449032
0,005480009;0,012316379;0,002893024;0,775516098;0,194065096;0,015209403;1,015444302;0,000365101;1259,151006;0,274720265;0,06470218;;;1,725;0,541574588;3,15E-02;0,136256356;1,61E-01;0,129557753
0,005511685;0,012375928;0,00290705;0,775397689;0,194036355;0,015282978;1,015520172;0,000367207;1259,082075;0,274265987;0,064596901;;;1,735;0,541358167;3,16E-02;0,136201757;1,61E-01;0,129665766
0,005543362;0,01243537;0,002921051;0,775279493;0,194007665;0,015356421;1,015595918;0,000369313;1259,013257;0,273813152;0,064491954;;;1,745;0,541143146;3,16E-02;0,136147508;1,61E-01;0,129773079
0,005575038;0,012494705;0,002935027;0,775161509;0,193979027;0,015429732;1,01567154;0,000371419;1258,94455;0,273361753;0,064387337;;;1,755;0,540929508;3,16E-02;0,136093605;1,61E-01;0,1298797
0,005606714;0,012553934;0,002948979;0,775043737;0,193950439;0,015502912;1,015747037;0,000373525;1258,875954;0,272911783;0,064283049;;;1,765;0,540717237;3,16E-02;0,136040045;1,62E-01;0,129985639
0,005638391;0,012613056;0,002962906;0,774926175;0,193921902;0,015575962;1,015822411;0,000375631;1258,807469;0,272463236;0,064179087;;;1,775;0,540506315;3,17E-02;0,135986823;1,62E-01;0,130090903
0,005670067;0,012672073;0,002976808;0,774808823;0,193893416;0,015648881;1,015897661;0,000377737;1258,739094;0,272016105;0,064075451;;;1,785;0,540296728;3,17E-02;0,135933934;1,62E-01;0,1301955
0,005701743;0,012730984;0,002990686;0,774691681;0,19386498;0,01572167;1,015972789;0,000379843;1258,67083;0,271570384;0,063972138;;;1,795;0,540088458;3,17E-02;0,135881376;1,62E-01;0,130299439
0,00573342;0,01278979;0,00300454;0,774574747;0,193836595;0,015794329;1,016047793;0,000381949;1258,602675;0,271126066;0,063869148;;;1,805;0,539881491;3,17E-02;0,135829144;1,62E-01;0,130402727
0,005765096;0,012848491;0,003018369;0,774458021;0,193808259;0,01586686;1,016122676;0,000384055;1258,53463;0,270683144;0,063766479;;;1,815;0,539675806;3,18E-02;0,135777233;1,62E-01;0,130505373
0,005796772;0,012907088;0,003032174;0,774341502;0,193779974;0,015939262;1,016197437;0,000386161;1258,466694;0,270241612;0,063664129;;;1,825;0,539471389;3,18E-02;0,13572564;1,62E-01;0,130607386
0,005828449;0,012965581;0,003045955;0,77422519;0,193751738;0,016011536;1,016272077;0,000388266;1258,398867;0,269801464;0,063562097;;;1,835;0,539268225;3,18E-02;0,135674361;1,63E-01;0,130708772
0,005860125;0,01302397;0,003059712;0,774109084;0,193723552;0,016083682;1,016346595;0,000390372;1258,331148;0,269362692;0,063460382;;;1,845;0,5390663;3,18E-02;0,135623391;1,63E-01;0,13080954
0,005891801;0,013082256;0,003073445;0,773993183;0,193695415;0,016155701;1,016420993;0,000392478;1258,263537;0,268925292;0,063358982;;;1,855;0,538865599;3,19E-02;0,135572729;1,63E-01;0,130909695
0,005923478;0,013140439;0,003087153;0,773877487;0,193667328;0,016227592;1,016495271;0,000394584;1258,196034;0,268489255;0,063257895;;;1,865;0,538666109;3,19E-02;0,13552237;1,63E-01;0,131009246
0,005955154;0,013198519;0,003100839;0,773761995;0,19363929;0,016299358;1,016569429;0,000396689;1258,128638;0,268054577;0,06315712;;;1,875;0,538467816;3,19E-02;0,13547231;1,63E-01;0,131108198
0,005986831;0,013256497;0,0031145;0,773646706;0,193611301;0,016370997;1,016643467;0,000398795;1258,06135;0,267621251;0,063056656;;;1,885;0,538270706;3,19E-02;0,135422548;1,63E-01;0,131206559
0,006018507;0,013314373;0,003128138;0,773531619;0,19358336;0,01644251;1,016717386;0,0004009;1257,994168;0,26718927;0,062956502;;;1,895;0,538074766;3,20E-02;0,135373078;1,63E-01;0,131304335
0,006050183;0,013372147;0,003141752;0,773416734;0,193555469;0,016513899;1,016791187;0,000403006;1257,927093;0,266758629;0,062856655;;;1,905;0,537879983;3,20E-02;0,135323898;1,63E-01;0,131401533
0,00608186;0,01342982;0,003155342;0,773302051;0,193527625;0,016585162;1,016864869;0,000405111;1257,860124;0,266329321;0,062757115;;;1,915;0,537686344;3,20E-02;0,135275005;1,64E-01;0,131498159
0,006113536;0,013487391;0,003168909;0,773187568;0,19349983;0,016656301;1,016938432;0,000407217;1257,793261;0,26590134;0,06265788;;;1,925;0,537493837;3,20E-02;0,135226395;1,64E-01;0,131594219
0,006145212;0,013544863;0,003182453;0,773073285;0,193472084;0,016727316;1,017011879;0,000409322;1257,726503;0,265474681;0,062558948;;;1,935;0,537302449;3,21E-02;0,135178066;1,64E-01;0,131689721
0,006176889;0,013602233;0,003195974;0,772959201;0,193444385;0,016798207;1,017085208;0,000411427;1257,65985;0,265049336;0,062460319;;;1,945;0,537112167;3,21E-02;0,135130014;1,64E-01;0,131784669
0,006208565;0,013659504;0,003209471;0,772845316;0,193416734;0,016868975;1,01715842;0,000413533;1257,593302;0,264625301;0,062361991;;;1,955;0,536922981;3,21E-02;0,135082237;1,64E-01;0,13187907
0,006240241;0,013716675;0,003222945;0,772731629;0,193389131;0,01693962;1,017231515;0,000415638;1257,526859;0,264202569;0,062263962;;;1,965;0,536734878;3,21E-02;0,135034731;1,64E-01;0,131972929
0,006271918;0,013773746;0,003236396;0,77261814;0,193361576;0,017010142;1,017304494;0,000417743;1257,46052;0,263781134;0,062166232;;;1,975;0,536547846;3,22E-02;0,134987494;1,64E-01;0,132066253
0,006303594;0,013830719;0,003249824;0,772504847;0,193334068;0,017080543;1,017377358;0,000419848;1257,394285;0,26336099;0,062068798;;;1,985;0,536361874;3,22E-02;0,134940522;1,64E-01;0,132159048
0,00633527;0,013887593;0,003263229;0,77239175;0,193306607;0,017150822;1,017450105;0,000421953;1257,328153;0,262942132;0,06197166;;;1,995;0,53617695;3,22E-02;0,134893813;1,64E-01;0,132251318
0,006366947;0,013944368;0,003276611;0,772278849;0,193279193;0,017220979;1,017522738;0,000424059;1257,262125;0,262524554;0,061874816;;;2,005;0,535993064;3,22E-02;0,134847364;1,65E-01;0,13234307
0,006398623;0,014001045;0,00328997;0,772166142;0,193251826;0,017291016;1,017595256;0,000426164;1257,196199;0,26210825;0,061778266;;;2,015;0,535810205;3,23E-02;0,134801173;1,65E-01;0,132434309
0,006430299;0,014057625;0,003303307;0,77205363;0,193224506;0,017360932;1,017667659;0,000428269;1257,130376;0,261693214;0,061682006;;;2,025;0,535628362;3,23E-02;0,134755236;1,65E-01;0,132525041
0,006461976;0,014114107;0,003316621;0,771941311;0,193197233;0,017430728;1,017739948;0,000430374;1257,064656;0,26127944;0,061586037;;;2,035;0,535447523;3,23E-02;0,134709551;1,65E-01;0,13261527
0,006493652;0,014170491;0,003329913;0,771829185;0,193170006;0,017500404;1,017812123;0,000432479;1256,999037;0,260866923;0,061490357;;;2,045;0,53526768;3,23E-02;0,134664116;1,65E-01;0,132705002
0,006525329;0,014226779;0,003343182;0,771717252;0,193142826;0,017569961;1,017884185;0,000434583;1256,93352;0,260455657;0,061394965;;;2,055;0,535088821;3,24E-02;0,134618927;1,65E-01;0,132794242
0,006557005;0,01428297;0,003356428;0,771605511;0,193115692;0,017639399;1,017956134;0,000436688;1256,868105;0,260045637;0,061299859;;;2,065;0,534910936;3,24E-02;0,134573983;1,65E-01;0,132882995
0,006588681;0,014339065;0,003369653;0,77149396;0,193088604;0,017708718;1,01802797;0,000438793;1256,80279;0,259636857;0,061205038;;;2,075;0,534734016;3,24E-02;0,13452928;1,65E-01;0,132971266
0,006620358;0,014395065;0,003382855;0,7713826;0,193061562;0,017777919;1,018099694;0,000440898;1256,737577;0,259229311;0,061110501;;;2,085;0,53455805;3,24E-02;0,134484817;1,65E-01;0,13305906
0,006652034;0,014450968;0,003396034;0,77127143;0,193034565;0,017847002;1,018171306;0,000443003;1256,672464;0,258822995;0,061016247;;;2,095;0,534383029;3,24E-02;0,134440591;1,66E-01;0,133146382
0,00668371;0,014506776;0,003409192;0,77116045;0,193007614;0,017915968;1,018242806;0,000445107;1256,607451;0,258417901;0,060922274;;;2,105;0,534208944;3,25E-02;0,1343966;1,66E-01;0,133233237
0,006715387;0,014562489;0,003422327;0,771049658;0,192980709;0,017984817;1,018314194;0,000447212;1256,542538;0,258014026;0,060828582;;;2,115;0,534035784;3,25E-02;0,13435284;1,66E-01;0,133319629
0,006747063;0,014618107;0,003435441;0,770939054;0,192953849;0,018053548;1,018385471;0,000449317;1256,477724;0,257611363;0,060735168;;;2,125;0,533863541;3,25E-02;0,134309311;1,66E-01;0,133405563
0,006778739;0,014673631;0,003448533;0,770828638;0,192927035;0,018122164;1,018456638;0,000451421;1256,41301;0,257209907;0,060642031;;;2,135;0,533692206;3,25E-02;0,134266009;1,66E-01;0,133491043
0,006810416;0,014729061;0,003461602;0,770718408;0,192900265;0,018190663;1,018527694;0,000453526;1256,348395;0,256809654;0,060549172;;;2,145;0,533521769;3,26E-02;0,134222932;1,66E-01;0,133576075
0,006842092;0,014784397;0,00347465;0,770608365;0,19287354;0,018259047;1,018598641;0,00045563;1256,283878;0,256410597;0,060456587;;;2,155;0,533352222;3,26E-02;0,134180079;1,66E-01;0,133660662
0,006873768;0,014839639;0,003487676;0,770498508;0,19284686;0,018327316;1,018669477;0,000457735;1256,21946;0,256012731;0,060364276;;;2,165;0,533183555;3,26E-02;0,134137446;1,66E-01;0,133744809
0,006905445;0,014894788;0,003500681;0,770388836;0,192820225;0,018395469;1,018740204;0,000459839;1256,155141;0,255616051;0,060272239;;;2,175;0,533015762;3,26E-02;0,134095033;1,66E-01;0,13382852
0,006937121;0,014949844;0,003513664;0,770279349;0,192793635;0,018463508;1,018810822;0,000461944;1256,090918;0,255220552;0,060180472;;;2,185;0,532848832;3,26E-02;0,134052836;1,67E-01;0,133911799
0,006968797;0,015004808;0,003526625;0,770170046;0,192767088;0,018531433;1,018881331;0,000464048;1256,026794;0,254826228;0,060088977;;;2,195;0,532682757;3,27E-02;0,134010854;1,67E-01;0,133994651
0,007000474;0,015059679;0,003539565;0,770060926;0,192740586;0,018599244;1,018951732;0,000466152;1255,962767;0,254433075;0,05999775;;;2,205;0,53251753;3,27E-02;0,133969084;1,67E-01;0,134077079
0,00703215;0,015114458;0,003552484;0,769951989;0,192714128;0,018666941;1,019022024;0,000468256;1255,898836;0,254041087;0,059906792;;;2,215;0,532353142;3,27E-02;0,133927525;1,67E-01;0,134159088
0,007063827;0,015169145;0,003565381;0,769843235;0,192687714;0,018734526;1,019092209;0,000470361;1255,835003;0,253650259;0,0598161;;;2,225;0,532189585;3,27E-02;0,133886174;1,67E-01;0,134240682
0,007095503;0,01522374;0,003578257;0,769734662;0,192661344;0,018801997;1,019162286;0,000472465;1255,771266;0,253260587;0,059725674;;;2,235;0,532026851;3,27E-02;0,13384503;1,67E-01;0,134321865
0,007127179;0,015278245;0,003591112;0,76962627;0,192635017;0,018869356;1,019232257;0,000474569;1255,707625;0,252872064;0,059635513;;;2,245;0,531864932;3,28E-02;0,13380409;1,67E-01;0,13440264
0,007158856;0,015332658;0,003603945;0,769518059;0,192608734;0,018936603;1,01930212;0,000476673;1255,644079;0,252484687;0,059545615;;;2,255;0,531703821;3,28E-02;0,133763354;1,67E-01;0,134483012
0,007190532;0,015386981;0,003616758;0,769410029;0,192582494;0,019003738;1,019371877;0,000478777;1255,58063;0,252098449;0,05945598;;;2,265;0,531543511;3,28E-02;0,133722817;1,67E-01;0,134562984
0,007222208;0,015441213;0,003629549;0,769302177;0,192556298;0,019070762;1,019441527;0,000480881;1255,517275;0,251713347;0,059366605;;;2,275;0,531383993;3,28E-02;0,13368248;1,67E-01;0,13464256
0,007253885;0,015495355;0,00364232;0,769194505;0,192530145;0,019137675;1,019511072;0,000482985;1255,454016;0,251329375;0,059277491;;;2,285;0,53122526;3,28E-02;0,13364234;1,68E-01;0,134721743
0,007285561;0,015549407;0,00365507;0,769087011;0,192504035;0,019204477;1,019580511;0,000485089;1255,390851;0,250946528;0,059188635;;;2,295;0,531067306;3,29E-02;0,133602395;1,68E-01;0,134800538
0,007317237;0,01560337;0,003667799;0,768979695;0,192477968;0,019271169;1,019649844;0,000487193;1255,327781;0,250564801;0,059100038;;;2,305;0,530910122;3,29E-02;0,133562644;1,68E-01;0,134878948
0,007348914;0,015657244;0,003680507;0,768872556;0,192451943;0,01933775;1,019719073;0,000489297;1255,264805;0,25018419;0,059011697;;;2,315;0,530753702;3,29E-02;0,133523084;1,68E-01;0,134956976
0,00738059;0,015711028;0,003693194;0,768765594;0,192425961;0,019404222;1,019788197;0,000491401;1255,201923;0,24980469;0,058923611;;;2,325;0,530598039;3,29E-02;0,133483715;1,68E-01;0,135034626
0,007412266;0,015764724;0,003705861;0,768658808;0,192400022;0,019470585;1,019857216;0,000493505;1255,139135;0,249426295;0,058835781;;;2,335;0,530443125;3,29E-02;0,133444533;1,68E-01;0,135111901
0,007443943;0,015818331;0,003718507;0,768552198;0,192374125;0,019536838;1,019926132;0,000495609;1255,07644;0,249049002;0,058748203;;;2,345;0,530288955;3,30E-02;0,133405538;1,68E-01;0,135188806
