l,"""Cl2 + Propene --> AllylCl + HCl"" rate","""Cl2 + Propene --> 12-ClC3"" rate",HCl,Propene,Cl2,AllylCl,12-ClC3,FLMOL,T
0.25000000000000006,7.285729304469956e-05,0.0006545845802187139,0.00020115243888758953,0.7994163673726405,0.1982689268072264,0.00020115243888758953,0.0019124009423576872,0.6258198143386358,477.88732496452667
0.26000000000000006,7.322031842963105e-05,0.0006548488980216149,0.00020943810481108594,0.7993932593911989,0.1982013518792293,0.00020943810481108594,0.0019865125199496803,0.6257735257976729,478.0706032903633
0.2700000000000001,7.358495981482458e-05,0.0006551125958159257,0.0002177661951344955,0.7993701008223297,0.19813370187472326,0.0002177661951344955,0.002060664912677956,0.6257272186170112,478.25396146132397
0.2800000000000001,7.395122326359177e-05,0.0006553756718990962,0.00022613690325727078,0.7993468914835736,0.19806597664406708,0.00022613690325727078,0.002134858065844739,0.625680892840597,478.43739951557575
0.2900000000000001,7.431911485615034e-05,0.0006556381245662825,0.00023455042332830298,0.7993236311917655,0.19799817603704828,0.00023455042332830298,0.0022090919245294407,0.6256345485124969,478.6209174917538
0.3000000000000001,7.468864068964462e-05,0.0006558999521103334,0.0002430069502481313,0.7993003197630341,0.19793029990288144,0.0002430069502481313,0.002283366433588202,0.6255881856768986,478.8045154289629
0.3100000000000001,7.505980687816349e-05,0.0006561611528217811,0.0002515066796711552,0.799276957012798,0.1978623480902062,0.0002515066796711552,0.0023576815376534278,0.6255418043781099,478.98819336677883
0.3200000000000001,7.54326195527594e-05,0.000656421724988827,0.0002600498080078504,0.7992535427557653,0.19779432044708561,0.0002600498080078504,0.0024320371811333277,0.6254954046605599,479.1719513452501
0.3300000000000001,7.580708486146694e-05,0.000656681666897332,0.0002686365324269868,0.7992300768059306,0.19772621682100402,0.0002686365324269868,0.002506433308211448,0.6254489865687992,479.355789404899
0.34000000000000014,7.618320896932134e-05,0.0006569409768308038,0.0002772670508578501,0.7992065589765729,0.19765803705886534,0.0002772670508578501,0.002580869862846203,0.6254025501474996,479.5397075867236
0.35000000000000014,7.65609980583766e-05,0.0006571996530703844,0.00028594156199246613,0.7991829890802532,0.1975897810069913,0.00028594156199246613,0.0026553467887704073,0.625356095441454,479.7237059321988
0.36000000000000015,7.694045832772376e-05,0.00065745769389484,0.0002946602652878286,0.7991593669288138,0.19752144851111963,0.0002946602652878286,0.0027298640294908085,0.6253096224955772,479.9077844832781
